lemma,pos1,anxiety
routine,a,-0.0880032556
retailer,n,-0.087939738
speak,v,-0.0878595527
ndp,n,-0.0877413271
continuance,n,-0.0877022626
comprehensiveness,n,-0.0876556644
recipient,n,-0.0876551516
high-speed,a,-0.0872919019
along,r,-0.0872822654
meaning,n,-0.0872169984
advantageous,a,-0.0871374878
be,v,-0.0870729438
sanity,n,-0.0870110378
refreshing,a,-0.0869247672
acoa,n,-0.0868990607
sanction,n,-0.0868226426
favourably,r,-0.0868078042
direct,a,-0.0867901118
union,n,-0.0865614147
production,n,-0.0865548202
freight,n,-0.086535279
renege,v,-0.0863347393
agenda,n,-0.086304415
transgender,a,-0.0862906265
expansion,n,-0.0862232766
self-confidence,n,-0.0861985635
audited,a,-0.0861764076
proceeding,n,-0.0860835065
augment,v,-0.0860491152
collegial,a,-0.0860212884
control,n,-0.0860057863
sanitary,a,-0.0859989584
association,n,-0.0859787439
leeway,n,-0.085910633
custody,n,-0.0858506323
uniform,n,-0.0858490618
restate,v,-0.0858103949
well-to-do,a,-0.0856786471
entire,a,-0.0856528487
shelf,n,-0.085615472
equivalent,n,-0.0855973235
footwear,n,-0.0855753735
non-confidence,a,-0.0855608824
life-long,a,-0.0854394149
testament,n,-0.085333537
consular,a,-0.0852366648
non-agricultural,a,-0.0851938569
observation,n,-0.0850484887
forever,r,-0.0850411813
aggregate,n,-0.0850297677
replete,a,-0.0850268142
purchase,v,-0.0850033849
automatic,a,-0.0849180471
unequalled,a,-0.0848756973
generously,r,-0.0848669852
pleasure,n,-0.0847922632
married,a,-0.0847509656
aerospace,n,-0.0847128432
intended,a,-0.084710614
mortgage,n,-0.0847032288
aid,n,-0.0846669706
cursory,a,-0.0846588349
seafood,n,-0.0846567039
treasure,n,-0.0846389302
now,r,-0.0845356079
notice,n,-0.0844825804
expenditure,n,-0.0843613856
tweak,v,-0.0843054009
eminently,r,-0.0842798723
furnace,n,-0.0842355883
discovery,n,-0.0841782122
emitter,n,-0.0840876105
preclearance,n,-0.0840459762
maximum,n,-0.0839956821
incorrect,a,-0.0839654838
kingdom,n,-0.0839149229
tariff,n,-0.0838199241
apprise,v,-0.0834277313
contestant,n,-0.0833465149
designation,n,-0.083154325
dear,r,-0.0831049625
function,n,-0.082992902
assisted,a,-0.0829404623
elude,v,-0.0829323297
remuneration,n,-0.0829140791
conducive,a,-0.0827950065
discuss,v,-0.0827149186
resilient,a,-0.0826535307
connect,v,-0.0825284376
unchallenged,a,-0.0824291513
one-on-one,a,-0.0822894653
humility,n,-0.082092371
heal,v,-0.0818871829
studio,n,-0.0818790177
officer,n,-0.0818548632
membership,n,-0.0815414783
officially,r,-0.0815238956
retrieve,v,-0.0814769541
stead,n,-0.0814555674
murb,n,-0.0812594307
block,v,-0.0812509949
compatibility,n,-0.0810772871
style,n,-0.0810492572
tenth,n,-0.0809700182
solicitor-client,a,-0.0809085442
executive,n,-0.0808314622
reside,v,-0.0807872234
inner,a,-0.0807735507
exempt,a,-0.0807465578
reasonableness,n,-0.0807350572
prioritize,v,-0.0806941489
marketplace,n,-0.0806925789
medicinal,a,-0.0806645351
transfusion,n,-0.0806289564
optional,a,-0.080587469
measly,a,-0.080470713
apologize,v,-0.0804458157
vigilant,a,-0.0804401505
pre-build,a,-0.0804100703
waterfront,n,-0.0804030967
replay,n,-0.0803704499
certification,n,-0.0803552858
powerful,a,-0.080313261
broken,a,-0.0802280859
tribute,n,-0.0801534349
hodgepodge,n,-0.0801273218
donate,v,-0.0800481272
collective,n,-0.0799818096
rationality,n,-0.0799430222
costume,n,-0.079906463
trader,n,-0.0799031955
overarching,a,-0.0797522138
solely,r,-0.0795930322
brief,a,-0.079564085
supervise,v,-0.0795481997
maternity,n,-0.0795080656
elimination,n,-0.0794206293
quota,n,-0.0793417282
summation,n,-0.079294085
player,n,-0.079247209
eligibility,n,-0.079091061
resettlement,n,-0.0790617836
municipal,a,-0.0790543238
feature,v,-0.0789484699
shape,v,-0.078840647
clothing,n,-0.0786656324
commensurate,a,-0.0786541937
humble,a,-0.0786389443
equitably,r,-0.0786188988
largesse,n,-0.0784928719
s,v,-0.0784909763
gratitude,n,-0.0783630104
l,n,-0.0781962885
four-year,a,-0.0781624831
proclamation,n,-0.0781383605
catalyst,n,-0.0780466113
plebiscite,n,-0.0780141954
meanwhile,r,-0.0780089843
ground,v,-0.0779156967
wealthy,a,-0.0779018989
legitimate,a,-0.0778880265
stricter,a,-0.0777366444
quality,a,-0.0777087838
millennium,a,-0.0776763419
surtax,n,-0.0776685071
room,n,-0.0776410816
environment,n,-0.0775993643
live,v,-0.0775960404
magna,a,-0.0775747187
today,n,-0.0775309346
postal,a,-0.0774926282
validate,v,-0.0774790063
frontbench,n,-0.0774528115
arrive,v,-0.0773243933
optimal,a,-0.0772601686
shield,v,-0.0772504237
proposition,n,-0.0772330657
mail,n,-0.0772002756
co-chairman,n,-0.0771230019
ministerial,a,-0.0771160519
cross-cultural,a,-0.0771071549
furnishings,n,-0.0771027974
medium,a,-0.0770218127
based,a,-0.0769029595
recall,v,-0.0768985872
failure,n,-0.0768924706
sessional,a,-0.0768053501
punitive,a,-0.0768049827
prevail,v,-0.0768016435
fit,v,-0.0767944319
philanthropy,n,-0.0767656094
presumably,r,-0.0766583924
engagement,n,-0.0766247979
senatorial,a,-0.0766182734
manual,n,-0.0765035745
responsiveness,n,-0.0764643308
consequently,r,-0.0764333168
wait,v,-0.0764231112
unification,n,-0.0764196331
commerce,n,-0.0763653727
avail,v,-0.0762968876
borrower,n,-0.0762718046
dispose,v,-0.0762121804
planning,n,-0.0761917234
buddy,n,-0.0761437031
question,v,-0.0761431453
sheet,n,-0.0760555889
clear,v,-0.0760151026
graduation,n,-0.075975842
suitably,r,-0.075950845
wishful,a,-0.0759356702
agreeable,a,-0.0759164547
hrd,n,-0.0759087653
dress,n,-0.0758730824
permit,n,-0.0757628625
lamer,a,-0.075728579
generation,n,-0.0757157121
unmatched,a,-0.0756835741
nay,n,-0.0756314581
preferable,a,-0.0755259374
covenant,n,-0.0754942741
marketing,n,-0.0754914147
code,v,-0.0753622234
ambit,n,-0.0752958313
fruit,n,-0.0752601632
surplus,n,-0.0752258409
knowledge-based,a,-0.0751697207
ban,n,-0.0751134177
co-sponsor,v,-0.0750249495
possession,n,-0.0750019104
vacate,v,-0.0749957524
marine,a,-0.0749847
consultant,n,-0.074950119
connected,a,-0.0749250667
airlift,n,-0.0749214909
advisable,a,-0.0748836802
rider,n,-0.0748778272
readjust,v,-0.0748261825
blanket,n,-0.0748210182
delegated,a,-0.0747237505
copy,n,-0.0747198031
summit,n,-0.0746837402
non-political,a,-0.0746652578
locomotive,n,-0.0746636977
disposal,n,-0.0746288363
upkeep,n,-0.0745720285
giant,a,-0.0745102809
deceased,a,-0.0744510362
refinancing,n,-0.0742984593
distil,v,-0.0742301691
cordial,a,-0.0741851378
bosom,n,-0.074064254
secular,a,-0.0740168345
goods,n,-0.0739302831
île-d'orléans,n,-0.0739009107
restitution,n,-0.0738675903
seize,v,-0.0738020222
insurable,a,-0.0737208233
authorized,a,-0.0736199503
inscribe,v,-0.0735328071
unable,a,-0.0735246367
one-year,a,-0.0734490871
pool,v,-0.0734470314
owner,n,-0.0734114998
withdrawal,n,-0.0733522845
duly,r,-0.0733322302
history,n,-0.0733256591
know-how,n,-0.073323591
relaxation,n,-0.0732488861
supersede,v,-0.0732140129
grandfather,v,-0.073189235
question,n,-0.0731408872
no-fault,a,-0.073136805
know,v,-0.0731288153
underline,v,-0.073115567
gi,n,-0.0731067018
show,n,-0.073072528
lieu,n,-0.0730316099
adjudication,n,-0.0730170601
judiciously,r,-0.0730042182
procure,v,-0.0729988367
facilitation,n,-0.0729909078
repository,n,-0.0729293
chattel,n,-0.0728696289
permanently,r,-0.0726279735
lean,a,-0.0726152539
appellant,n,-0.0725807455
hotel,n,-0.0724866162
foregoing,a,-0.0724835795
admission,n,-0.0724153658
strictly,r,-0.0723032824
corporal,n,-0.0722555361
nearly,r,-0.0722355084
receptive,a,-0.0722100583
endowment,n,-0.0721976489
afternoon,n,-0.0721395554
flight,n,-0.0721002497
maiden,a,-0.0720662147
sunsett,v,-0.0720159507
pluralistic,a,-0.072007646
business-like,a,-0.0719580849
ace,n,-0.0719442134
preparatory,a,-0.0718804252
refuel,v,-0.0718630959
nourish,v,-0.071842406
nwac,n,-0.0718083877
sorely,r,-0.0717460055
deck,n,-0.0717407936
tireless,a,-0.0717294994
frame,n,-0.0716408017
transformative,a,-0.0714767895
navigable,a,-0.071310649
due,r,-0.0712874188
alliance,n,-0.0712322022
description,n,-0.0711516188
lac-mégantic,a,-0.0710531974
saint,n,-0.070961813
network,n,-0.07089991
two-part,a,-0.0708983776
unfortunately,r,-0.0708150617
muscular,a,-0.070748638
marshal,n,-0.0706366017
stream,n,-0.0705792166
directive,n,-0.0705340729
record,v,-0.0705332842
hallowed,a,-0.0705087482
change,v,-0.0704320556
vet,n,-0.0704282734
nine-year,a,-0.0702914904
re-examine,v,-0.0702532343
sens,n,-0.0701958098
on-site,a,-0.0701205371
amply,r,-0.0700436518
wto,n,-0.0700432692
categorically,r,-0.0700044246
accrual,n,-0.0700000491
purport,v,-0.0699660332
seedling,n,-0.0699494186
superb,a,-0.0699410332
weight,v,-0.0698861497
pluck,v,-0.0698752624
availability,n,-0.0698472371
post-secondary,a,-0.0697355163
electronic,a,-0.0697267204
buoyant,a,-0.0695899013
triumph,n,-0.0695234586
form,n,-0.0693579843
purchase,n,-0.0693500626
unpublished,a,-0.0693328709
governmental,a,-0.0692966339
affirmative,a,-0.0692762361
substantiate,v,-0.0692587491
convene,v,-0.0690391873
papers,n,-0.0690184652
distinguished,a,-0.0690175307
bulb,n,-0.068982007
bet,v,-0.0689640521
observe,v,-0.0689230936
preparation,n,-0.0689024547
hard,a,-0.0688641048
digital,a,-0.0688047838
personalized,a,-0.0686878355
relative,a,-0.0686341585
camera,n,-0.0684109598
employee,n,-0.0684032792
semester,n,-0.068392091
non-profit,a,-0.0683409608
deterrent,n,-0.0683196868
idly,r,-0.0682304839
arbitration,n,-0.0682192743
hers,n,-0.0679726002
precautionary,a,-0.0679463739
doubt,v,-0.0679367702
ethanol,n,-0.0679054019
deserving,a,-0.0678951479
market,v,-0.0678800256
blended,a,-0.0678393274
incomplete,a,-0.0678384169
icsid,n,-0.0677996161
anywhere,r,-0.0676729148
aggressively,r,-0.0676046658
deputy,n,-0.0675956599
delegate,v,-0.067584153
exonerate,v,-0.0675835044
i.,n,-0.0675763306
sender,n,-0.0674491715
prestige,n,-0.0674006417
circumpolar,a,-0.0673556821
proceedings,n,-0.0673034922
escalator,n,-0.0672673092
uncritical,a,-0.0671976999
testify,v,-0.0670617568
projection,n,-0.0670059316
evaluate,v,-0.0669792315
cenotaph,n,-0.0669372567
lifeline,n,-0.0668692579
finished,a,-0.0668536464
anti-spam,a,-0.0668341026
search,v,-0.0668188271
entity,n,-0.0667989029
goodness,n,-0.0667036811
vacuous,a,-0.0666180849
henchman,n,-0.0665489094
liberalize,v,-0.066334046
coordination,n,-0.0663206063
most,a,-0.0663049389
candour,n,-0.0662599278
country,n,-0.0661925309
limited,a,-0.066108248
connection,n,-0.0660752868
clemency,n,-0.0660333616
cheque,n,-0.065954008
lebanese,a,-0.0659480287
broadcasting,n,-0.0658724453
lockstep,n,-0.0658455993
outpace,v,-0.0658093066
marketable,a,-0.0658005469
handsome,a,-0.0657721514
currently,r,-0.0656834533
fullness,n,-0.0656702245
inventory,n,-0.0655040176
drink,n,-0.0654984617
appeal,v,-0.0654659532
affection,n,-0.0654447811
unilaterally,r,-0.065428133
specialized,a,-0.0653837808
lane,n,-0.0653437431
earnings,n,-0.065315469
two-year,a,-0.0652916498
coaching,n,-0.0652776943
borrow,v,-0.0652288233
treasured,a,-0.065101007
attachment,n,-0.0650814334
biotechnology,n,-0.065042827
quebecker,n,-0.0650050406
gateway,n,-0.064967772
intellectual,a,-0.0649247454
corridor,n,-0.0648962785
forestry,n,-0.0648946574
admonition,n,-0.0647610819
dark,n,-0.0647295696
regardless,r,-0.06472762
insurance,n,-0.0646601077
message,n,-0.0646527755
non-votable,a,-0.06464456
parenting,n,-0.0645343567
save,v,-0.0644328843
foregone,a,-0.0643642126
cheese,n,-0.0643356157
watchful,a,-0.0642838193
solemnly,r,-0.0642490308
most,r,-0.0642434073
rollout,n,-0.0642342926
hospice,n,-0.0641512103
navy,n,-0.0641353335
cheat,n,-0.0641156775
well-off,a,-0.0640538146
breakfast,n,-0.0640455847
employability,n,-0.0640194406
rrap,n,-0.0639676021
slot,n,-0.0639506585
filings,n,-0.0639304144
regurgitate,v,-0.0638726374
employer-employee,a,-0.0638650456
science,n,-0.0638516423
diplomatic,a,-0.0638367845
acquaintance,n,-0.0637049626
promotional,a,-0.0636700234
polluter,n,-0.0636359265
exclusionary,a,-0.0636115013
harbour,n,-0.0635156787
legislature,n,-0.0634307436
two-way,a,-0.0633852911
lawful,a,-0.0632506577
recollection,n,-0.0632488425
rhosp,n,-0.0631640566
maker,n,-0.0631627733
immunization,n,-0.0631616159
anthem,n,-0.0631338144
go,v,-0.0630267486
pair,v,-0.0629943267
mp,n,-0.0628822565
handling,n,-0.0626850974
dawn,v,-0.0626806625
federal-provincial-territorial,a,-0.062667931
rose-coloured,a,-0.0626673534
n,n,-0.0624893946
upcome,v,-0.0624046322
heroism,n,-0.0623935136
non-taxable,a,-0.062393199
adaptable,a,-0.0623873749
fondly,r,-0.0622414621
definite,a,-0.0622282685
subsequently,r,-0.0621685522
sum,n,-0.0621584541
averaging,n,-0.062088475
flowthrough,a,-0.062078169
re-read,v,-0.0620332046
pious,a,-0.0619421617
validity,n,-0.0617248556
repayment,n,-0.0615634437
mere,a,-0.0614766541
endorsation,n,-0.0614384778
non-resident,n,-0.0613371073
non-budgetary,a,-0.0612455706
bare,a,-0.0612396505
partner,v,-0.0612266979
port,a,-0.061222605
calculation,n,-0.0611875879
phased,a,-0.0611621619
citizen,n,-0.0610948477
diversify,v,-0.0610258651
decision-maker,n,-0.060949114
ocean,n,-0.0608708355
breakthrough,n,-0.0608508583
nod,v,-0.0608171635
belated,a,-0.0607882322
distinctiveness,n,-0.0607765412
contraception,n,-0.0607128782
lawfully,r,-0.0606821587
mandatory,a,-0.0605403623
revive,v,-0.0605188841
discharge,v,-0.0604922973
speaker,n,-0.0603462785
technical,a,-0.0603296495
delicious,a,-0.0603268766
highlight,v,-0.0603160339
statue,n,-0.0603004337
suit,n,-0.0602923554
academia,n,-0.0602742163
challenger,n,-0.0601860747
caring,n,-0.0601553316
forget,v,-0.0600615656
artifact,n,-0.0600510336
audiovisual,a,-0.0600229853
already,r,-0.0599968661
ingenuity,n,-0.0599801302
birthplace,n,-0.0599682848
timiskame,v,-0.0599656177
law-making,a,-0.0599246268
doable,a,-0.0599137264
mete,v,-0.0598873283
finalization,n,-0.059739119
mindful,a,-0.0597320822
see,v,-0.059675369
law-abiding,a,-0.0596158984
sm,n,-0.0596123811
vehicle,n,-0.0595903793
feed,n,-0.0595362029
glass,n,-0.0594756637
onshore,n,-0.0594218642
store,v,-0.0593709226
drilling,n,-0.0593664876
eloquence,n,-0.0593445129
standardization,n,-0.0592107126
h,n,-0.0590647532
f,n,-0.0589028105
apolitical,a,-0.0588798283
provincial-territorial,a,-0.0587689827
barely,r,-0.0585571212
library,n,-0.0585499375
vague,a,-0.0585351346
isp,n,-0.0585332162
canvass,v,-0.0585120038
tion,n,-0.0584773807
deal,n,-0.058426419
timetable,n,-0.0583970537
olympic,a,-0.0583368432
budge,v,-0.0582705047
accompany,v,-0.0582543671
spouse,n,-0.0582248147
exclude,v,-0.0582086763
realize,v,-0.0581856971
synopsis,n,-0.0581666619
print,v,-0.0580597113
bend,v,-0.0580528179
greeting,n,-0.058022498
enlarge,v,-0.0580141305
portal,n,-0.057981963
period,n,-0.0579595984
address,v,-0.0578294942
register,v,-0.0577444636
call,v,-0.0576420525
publisher,n,-0.0575618747
developer,n,-0.0575367697
passport,n,-0.0573781808
amenity,n,-0.0572238369
example,n,-0.0571878339
housekeeping,a,-0.0571537452
argue,v,-0.0570701285
carve-out,n,-0.057033382
back-bencher,n,-0.0569566783
golf,n,-0.056872939
substantially,r,-0.0568535456
taxation,n,-0.0568359321
conduct,n,-0.0567748099
assumption,n,-0.0567032905
present,a,-0.0565492937
co-ordination,n,-0.0565068552
vigilance,n,-0.0564364397
appraise,v,-0.0563999617
expense,n,-0.0563286163
piecemeal,r,-0.0561894631
fitness,n,-0.0561511136
attribute,n,-0.0560620643
entry,n,-0.0560383784
blind,a,-0.0560235812
enfranchise,v,-0.0560108102
conciliation,n,-0.0560035613
preclude,v,-0.0559440137
pardon,n,-0.0559130585
sample,n,-0.0558919978
destiny,n,-0.0558387277
boldly,r,-0.0558019946
non-negotiable,a,-0.0557934731
beauty,n,-0.0557666689
juice,n,-0.0557539226
bridge,v,-0.0556406568
instalment,n,-0.0556384982
deterrence,n,-0.0555997753
rebalance,v,-0.0555794153
door,n,-0.0554557269
clinical,a,-0.0554318826
bac,n,-0.0553914436
truism,n,-0.0553683449
non-traditional,a,-0.0552767332
investigator,n,-0.0551672176
preventive,a,-0.0550828268
clearest,a,-0.0550031453
alimony,n,-0.0549468657
inconsistent,a,-0.0549409759
raising,n,-0.0548635446
evidentiary,a,-0.0548150817
firewall,n,-0.0547926857
plate,n,-0.0547276943
enclose,v,-0.0546687966
mining,n,-0.0546634746
outreach,n,-0.054583567
enquiry,n,-0.0544234485
riches,n,-0.054407663
subscriber,n,-0.0543128053
defender,n,-0.0543021691
restorative,a,-0.0542464171
someday,r,-0.0541912437
agri-bond,a,-0.0541058262
consummate,v,-0.0540071786
rdsp,n,-0.053982119
guess,v,-0.0539429175
baggage,n,-0.0536893682
humble,v,-0.0536736738
house-and,n,-0.053627754
translator,n,-0.0536267584
honeymoon,n,-0.0535974719
mix,n,-0.0535866953
reimbursement,n,-0.0535219208
blend,v,-0.0534704239
distribution,n,-0.0534624099
outlook,n,-0.0534344907
hear,v,-0.0534209129
charge,n,-0.0534093453
believer,n,-0.0533520315
admissibility,n,-0.0531920369
entertainment,n,-0.0531831425
result,n,-0.0531151828
opposition,n,-0.0531100526
hemisphere,n,-0.0530919045
bottom,a,-0.0530019251
e,n,-0.0529927075
hon.,r,-0.0529197119
smarter,r,-0.0527944053
proposed,a,-0.0527361678
remainder,n,-0.0527124633
debate,n,-0.0526978813
spur,n,-0.0526827113
amenable,a,-0.0524516888
lawyer,n,-0.0523687316
economy,n,-0.0523466696
recourse,n,-0.0523408214
whomever,n,-0.0523179331
tourism,n,-0.0522373958
recreation,n,-0.0522201995
sadly,r,-0.0521148385
buyback,n,-0.0519436704
launch,v,-0.051871285
curriculum,n,-0.0518003656
biodiesel,n,-0.051746829
decisionmaking,n,-0.0517405498
nominate,v,-0.0517040792
secret,n,-0.0515984796
guardian,n,-0.0515666214
prevention,n,-0.0515051664
month,n,-0.0513877806
corollary,n,-0.0513357685
concur,v,-0.0512477514
forecast,n,-0.0511274205
duffy,n,-0.0511237636
there,r,-0.0510324522
auto,n,-0.0510088593
perk,n,-0.0509597162
claimant,n,-0.0506928886
severance,n,-0.0505797073
maximum,a,-0.0505175252
explain,v,-0.0504485577
unity,n,-0.0504157427
society,n,-0.0503925045
subpoena,n,-0.0503835431
three-quarter,n,-0.0503527496
date,v,-0.050350852
enumeration,n,-0.0502014794
enunciate,v,-0.0501797703
co-exist,v,-0.0501406454
secured,a,-0.0501367268
sacrosanct,a,-0.0500529449
communication,n,-0.0498475109
earp,n,-0.049833487
compute,v,-0.0497602346
armoured,a,-0.0497102644
shortest,a,-0.0495952533
voucher,n,-0.049567763
aid,v,-0.0493687295
train,v,-0.0493183625
quarterly,a,-0.0492305892
coupon,n,-0.0492104051
extrajudicial,a,-0.0490713583
excerpt,n,-0.0490114564
buy,a,-0.0489964803
time,n,-0.0489052779
manpower,n,-0.0488601927
imperfect,a,-0.0488436645
partially,r,-0.0486353009
skating,n,-0.0486104549
publishing,n,-0.0485392176
scpus,n,-0.0484543078
buttress,v,-0.0483859195
fednor,n,-0.0483278258
no,u,-0.0482943104
constituent,n,-0.048258177
kitty,n,-0.0480811206
campaign,v,-0.0480670045
try,n,-0.0480338913
fiddle,n,-0.04801613
endurance,a,-0.0479413288
raison,n,-0.0477992023
closed,a,-0.0477892932
cow-calf,a,-0.0477717555
annex,n,-0.04775582
ceta,n,-0.0477293606
nominee,n,-0.0476764672
artist,n,-0.0476210662
rich,a,-0.0476201249
essence,n,-0.0474648623
processing,n,-0.0474481043
cover,v,-0.0474467261
prescribed,a,-0.0474160724
fira,n,-0.0473658553
precinct,n,-0.0471744009
patience,n,-0.0471568948
parental,a,-0.0470744307
steel,n,-0.0470502179
begin,v,-0.0469866121
coast,v,-0.0469806498
secrecy,n,-0.0469700554
echo,v,-0.0469630302
survive,v,-0.0469351392
audio,a,-0.0468987838
sync,n,-0.0468921857
insurer,n,-0.0468895578
adjudicator,n,-0.046780337
lessee,n,-0.0467252757
waive,v,-0.0466583525
abolishment,n,-0.0465779277
thoughtfulness,n,-0.04656175
denomination,n,-0.0465249092
jurist,n,-0.0464965992
capture,n,-0.0464533682
precedence,n,-0.0464113867
carta,n,-0.0464112431
retool,v,-0.0463611134
prosecution,n,-0.046305171
pump,n,-0.0462578211
jewellery,n,-0.0461926919
shore,v,-0.046094311
loonie,n,-0.0460869337
audio-visual,a,-0.0460617319
prima,a,-0.045903794
sanctuary,n,-0.0458988716
immunity,n,-0.0457899804
extract,n,-0.0457650526
unparalleled,a,-0.0457471144
legislating,n,-0.0453779387
charming,a,-0.0452483279
source,v,-0.0451808393
laureate,n,-0.0451619691
incumbent,a,-0.0451290388
decade,n,-0.0450889874
arena,n,-0.0449565054
coke,n,-0.0448738277
successive,a,-0.0448588992
infusion,n,-0.0448581382
provincially,r,-0.044836683
argument,n,-0.0448359458
kmaq,n,-0.044789733
farmer,n,-0.0447600833
racetrack,n,-0.0447491596
purchasing,n,-0.0446458103
